NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
wt040_001,0.679553,0.671718,0.270647,0.27065,0.376289,0,0.252795,0.002283,438,439,0.002283,42,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_006,0.524033,0.504789,0.060674,0.060676,0.430449,0.013191,0.027601,0.000843,2372,2374,0.000843,67,27/8/2019,4,1,0.8,1,40,4,15501,2534
wt040_006,0.53665,0.529015,0.088633,0.088637,0.427095,0.009915,0.054243,0.000843,2372,2374,0.000843,67,27/8/2019,4,1,0.8,2,40,4,15501,2547
wt040_006,0.51084,0.483305,0.052441,0.052443,0.415248,0.01318,0.017271,0.000843,2372,2374,0.000843,69,27/8/2019,4,1,0.8,3,40,4,15501,2706
wt040_006,0.533457,0.519227,0.075933,0.075937,0.424047,0.016416,0.039129,0.000843,2372,2374,0.000843,74,27/8/2019,4,1,0.8,4,40,4,15501,2864
wt040_006,0.663011,0.643874,0.152006,0.15201,0.475235,0.014083,0.104379,0.000843,2372,2374,0.000843,67,27/8/2019,4,1,0.8,5,40,4,12650,2461
wt040_006,0.64171,0.610528,0.176243,0.176244,0.418315,0.015549,0.131277,0.000843,2372,2374,0.000843,67,27/8/2019,4,1,0.8,6,40,4,12650,2555
wt040_006,0.577037,0.567646,0.114593,0.114596,0.43284,0.01819,0.071034,0.000843,2372,2374,0.000843,69,27/8/2019,4,1,0.8,7,40,4,12650,2634
wt040_006,0.680959,0.652009,0.208574,0.208578,0.418131,0.021928,0.153508,0.000843,2372,2374,0.000843,74,27/8/2019,4,1,0.8,8,40,4,12650,2733
wt040_006,0.484845,0.474018,0.033757,0.03376,0.436225,0,0.007083,0.000843,2372,2374,0.000843,75,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_006,0.870748,0.852442,0.403203,0.403206,0.431582,0,0.36889,0.000843,2372,2374,0.000843,71,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_011,0.522453,0.51436,0.1156,0.115605,0.3835,0.012511,0.052523,0.000349,5735,5737,0.000349,99,27/8/2019,4,1,0.8,1,40,4,15020,2071
wt040_011,0.657497,0.63297,0.127395,0.127397,0.491581,0.011282,0.067759,0.000349,5735,5737,0.000349,104,27/8/2019,4,1,0.8,2,40,4,15020,2048
wt040_011,0.49044,0.472674,0.08895,0.088954,0.375458,0.00604,0.02644,0.000349,5735,5737,0.000349,109,27/8/2019,4,1,0.8,3,40,4,15020,2023
wt040_011,0.577425,0.549261,0.113936,0.113938,0.422943,0.012425,0.051499,0.000349,5735,5737,0.000349,119,27/8/2019,4,1,0.8,4,40,4,15020,2076
wt040_011,0.690831,0.662053,0.214659,0.214662,0.426336,0.018808,0.141697,0.000349,5735,5737,0.000349,99,27/8/2019,4,1,0.8,5,40,4,11628,1939
wt040_011,0.79649,0.776359,0.367984,0.367986,0.387654,0.020787,0.274589,0.000349,5735,5737,0.000349,104,27/8/2019,4,1,0.8,6,40,4,11628,1947
wt040_011,0.631433,0.606616,0.217236,0.21724,0.37261,0.014134,0.136442,0.000349,5735,5737,0.000349,109,27/8/2019,4,1,0.8,7,40,4,11628,1925
wt040_011,0.656914,0.632183,0.234089,0.234091,0.385688,0.011911,0.159733,0.000349,5735,5737,0.000349,119,27/8/2019,4,1,0.8,8,40,4,11628,1937
wt040_011,0.510476,0.499609,0.057173,0.057175,0.438627,0,0.009686,0.000349,5735,5737,0.000349,102,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_011,0.858488,0.839397,0.445289,0.445293,0.373755,0,0.387585,0.000349,5735,5737,0.000349,102,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_016,0.78324,0.734311,0.072538,0.072541,0.647716,0.013244,0.034002,0.000838,21479,21497,0.000838,86,27/8/2019,4,1,0.8,1,40,4,16427,2062
wt040_016,0.934314,0.895238,0.105802,0.105804,0.783215,0.006069,0.068742,0.000698,21482,21497,0.000698,77,27/8/2019,4,1,0.8,2,40,4,16427,1894
wt040_016,0.751925,0.736715,0.06321,0.063214,0.653965,0.015947,0.022418,0.000838,21479,21497,0.000838,83,27/8/2019,4,1,0.8,3,40,4,16427,2065
wt040_016,0.787952,0.752401,0.09071,0.090713,0.644993,0.0158,0.051326,0.000698,21482,21497,0.000698,85,27/8/2019,4,1,0.8,4,40,4,16427,1933
wt040_016,1.115598,1.083706,0.279549,0.279554,0.783225,0.016689,0.207201,0.000838,21479,21497,0.000838,86,27/8/2019,4,1,0.8,5,40,4,12584,1364
wt040_016,0.917897,0.879695,0.242589,0.242594,0.619664,0.01403,0.190117,0.000698,21482,21497,0.000698,77,27/8/2019,4,1,0.8,6,40,4,12584,1276
wt040_016,0.868218,0.794033,0.173859,0.173864,0.600355,0.016342,0.121749,0.000838,21479,21497,0.000838,83,27/8/2019,4,1,0.8,7,40,4,12584,1371
wt040_016,1.005658,0.976784,0.284316,0.284322,0.669771,0.022003,0.22153,0.000698,21482,21497,0.000698,85,27/8/2019,4,1,0.8,8,40,4,12584,1277
wt040_016,0.916607,0.891771,0.053217,0.053221,0.832259,0,0.010172,0.000838,21479,21497,0.000838,83,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_016,1.297942,1.265847,0.534578,0.53458,0.703685,0,0.490677,0.000698,21482,21497,0.000698,77,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_021,0.673511,0.64874,0.102467,0.102471,0.526626,0.014743,0.036237,4.4E-05,22792,22793,4.4E-05,120,27/8/2019,4,1,0.8,1,40,4,13898,567
wt040_021,0.639494,0.620952,0.154467,0.154471,0.447119,0.015648,0.087746,0,22793,22793,0,119,27/8/2019,4,1,0.8,2,40,4,13898,0
wt040_021,0.599639,0.571866,0.104817,0.104819,0.451019,0.015859,0.031861,4.4E-05,22792,22793,4.4E-05,125,27/8/2019,4,1,0.8,3,40,4,13898,564
wt040_021,0.603049,0.591996,0.116195,0.116198,0.457511,0.014771,0.052902,0,22793,22793,0,120,27/8/2019,4,1,0.8,4,40,4,13898,80
wt040_021,0.753324,0.721673,0.27667,0.276674,0.430577,0.009788,0.183943,4.4E-05,22792,22793,4.4E-05,117,27/8/2019,4,1,0.8,5,40,4,10033,166
wt040_021,0.755999,0.718175,0.268593,0.268597,0.425105,0.02094,0.192641,0,22793,22793,0,119,27/8/2019,4,1,0.8,6,40,4,10033,224
wt040_021,0.688625,0.64962,0.195805,0.19581,0.43524,0.017372,0.115327,4.4E-05,22792,22793,4.4E-05,125,27/8/2019,4,1,0.8,7,40,4,10033,185
wt040_021,0.751853,0.712952,0.240316,0.24032,0.455747,0.016318,0.164987,0,22793,22793,0,120,27/8/2019,4,1,0.8,8,40,4,10033,234
wt040_021,0.676253,0.662206,0.089369,0.089373,0.567216,0,0.012414,4.4E-05,22792,22793,4.4E-05,132,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_021,1.068171,1.035729,0.586491,0.586493,0.432873,0,0.517834,0,22793,22793,0,119,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_026,0.416347,0.405418,0.077219,0.077224,0.303569,0.020911,0.042054,0,88,88,0,59,27/8/2019,4,1,0.8,1,40,4,17163,0
wt040_026,0.471966,0.406047,0.091354,0.091357,0.296116,0.015903,0.065226,0,88,88,0,57,27/8/2019,4,1,0.8,2,40,4,17163,0
wt040_026,0.388975,0.374701,0.047098,0.047103,0.298678,0.025594,0.01876,0,88,88,0,57,27/8/2019,4,1,0.8,3,40,4,17163,0
wt040_026,0.402997,0.378643,0.078857,0.078862,0.284196,0.013009,0.045688,0,88,88,0,64,27/8/2019,4,1,0.8,4,40,4,17163,2
wt040_026,0.484515,0.463257,0.164452,0.164457,0.275209,0.020647,0.120592,0,88,88,0,59,27/8/2019,4,1,0.8,5,40,4,15005,0
wt040_026,0.584335,0.56271,0.259026,0.259032,0.280279,0.020204,0.180697,0,88,88,0,57,27/8/2019,4,1,0.8,6,40,4,15005,7957
wt040_026,0.464701,0.450042,0.127329,0.127334,0.29428,0.024247,0.086817,0,88,88,0,57,27/8/2019,4,1,0.8,7,40,4,15005,0
wt040_026,0.522318,0.504477,0.181696,0.181701,0.299857,0.019786,0.124186,0,88,88,0,64,27/8/2019,4,1,0.8,8,40,4,15005,7957
wt040_026,0.351221,0.33461,0.031372,0.031375,0.298248,0,0.008289,0,88,88,0,56,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_026,0.663272,0.648935,0.338379,0.338383,0.278568,0,0.313603,0,88,88,0,53,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_031,0.7191,0.690683,0.12158,0.121584,0.552023,0.013712,0.061921,0.014853,2491,2528,0.014853,96,27/8/2019,4,1,0.8,1,40,4,18217,4599
wt040_031,0.749269,0.710571,0.161733,0.161739,0.528778,0.015799,0.107957,0.012821,2496,2528,0.012821,86,27/8/2019,4,1,0.8,2,40,4,18217,4456
wt040_031,0.671198,0.653247,0.090284,0.090289,0.535475,0.023172,0.03308,0.014853,2491,2528,0.014853,98,27/8/2019,4,1,0.8,3,40,4,18217,4599
wt040_031,0.665839,0.644174,0.107271,0.107273,0.516328,0.019927,0.058744,0.012821,2496,2528,0.012821,84,27/8/2019,4,1,0.8,4,40,4,18217,4485
wt040_031,0.826055,0.804023,0.270552,0.270554,0.509296,0.023929,0.194977,0.014853,2491,2528,0.014853,96,27/8/2019,4,1,0.8,5,40,4,15300,3896
wt040_031,0.869793,0.844819,0.31105,0.311055,0.510695,0.022115,0.237209,0.012821,2496,2528,0.012821,86,27/8/2019,4,1,0.8,6,40,4,15300,3868
wt040_031,0.816941,0.797876,0.212423,0.212427,0.553084,0.02822,0.138117,0.014853,2491,2528,0.014853,98,27/8/2019,4,1,0.8,7,40,4,15300,3896
wt040_031,0.918005,0.885726,0.264771,0.264773,0.593694,0.027023,0.195148,0.012821,2496,2528,0.012821,84,27/8/2019,4,1,0.8,8,40,4,15300,3869
wt040_031,0.59042,0.578607,0.049298,0.049301,0.524546,0,0.011953,0.016077,2488,2528,0.016077,88,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_031,1.125299,1.102352,0.541424,0.541427,0.531552,0,0.498603,0.012821,2496,2528,0.012821,83,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_036,0.871896,0.83339,0.131515,0.131519,0.687789,0.010433,0.065421,0.012122,6352,6429,0.012122,121,27/8/2019,4,1,0.8,1,40,4,17852,4377
wt040_036,0.927345,0.885915,0.179558,0.17956,0.691064,0.014907,0.113024,0.011644,6355,6429,0.011644,129,27/8/2019,4,1,0.8,2,40,4,17852,4307
wt040_036,0.967935,0.914677,0.124482,0.124487,0.770363,0.016572,0.051937,0.012122,6352,6429,0.012122,119,27/8/2019,4,1,0.8,3,40,4,17852,4373
wt040_036,0.984916,0.953218,0.222571,0.222576,0.709274,0.017719,0.127175,0.011644,6355,6429,0.011644,119,27/8/2019,4,1,0.8,4,40,4,17852,4257
wt040_036,1.140558,1.104843,0.279847,0.279852,0.796799,0.027403,0.194615,0.012122,6352,6429,0.012122,121,27/8/2019,4,1,0.8,5,40,4,15057,3221
wt040_036,1.218863,1.149576,0.387333,0.387335,0.740544,0.021789,0.293445,0.011644,6355,6429,0.011644,129,27/8/2019,4,1,0.8,6,40,4,15057,3206
wt040_036,1.118858,1.089902,0.273108,0.273113,0.789933,0.022503,0.188963,0.012122,6352,6429,0.012122,119,27/8/2019,4,1,0.8,7,40,4,15057,3223
wt040_036,1.089462,1.044049,0.295066,0.295071,0.734573,0.010767,0.215707,0.011644,6355,6429,0.011644,119,27/8/2019,4,1,0.8,8,40,4,15057,3115
wt040_036,0.841666,0.795749,0.081953,0.081957,0.708218,0,0.016117,0.012122,6352,6429,0.012122,128,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_036,1.426364,1.396458,0.648973,0.648978,0.713424,0,0.582276,0.011644,6355,6429,0.011644,114,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_041,0.805762,0.766811,0.209852,0.209855,0.541252,0.015863,0.088461,0.003629,17634,17698,0.003629,201,27/8/2019,4,1,0.8,1,40,4,17421,4123
wt040_041,1.052531,1.023427,0.464315,0.464319,0.539454,0.019477,0.290586,0.003629,17634,17698,0.003629,216,27/8/2019,4,1,0.8,2,40,4,17421,4128
wt040_041,0.798968,0.770704,0.207773,0.207775,0.544461,0.017849,0.080466,0.003629,17634,17698,0.003629,196,27/8/2019,4,1,0.8,3,40,4,17421,4157
wt040_041,0.993068,0.967666,0.28877,0.288775,0.658666,0.016435,0.135716,0.003629,17634,17698,0.003629,235,27/8/2019,4,1,0.8,4,40,4,17421,4178
wt040_041,1.069009,1.049547,0.470861,0.470864,0.551066,0.027529,0.320422,0.003629,17634,17698,0.003629,201,27/8/2019,4,1,0.8,5,40,4,13901,2890
wt040_041,1.29759,1.264603,0.630648,0.630653,0.607412,0.023067,0.469963,0.003629,17634,17698,0.003629,216,27/8/2019,4,1,0.8,6,40,4,13901,2905
wt040_041,1.017991,0.991891,0.411568,0.411573,0.554981,0.025467,0.272126,0.003629,17634,17698,0.003629,196,27/8/2019,4,1,0.8,7,40,4,13901,2923
wt040_041,1.222126,1.204871,0.622331,0.622335,0.554238,0.025932,0.444954,0.003629,17634,17698,0.003629,235,27/8/2019,4,1,0.8,8,40,4,13901,2905
wt040_041,0.72218,0.710465,0.140488,0.140493,0.569096,0,0.025485,0.004142,17625,17698,0.004142,199,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_041,1.556297,1.516433,0.94837,0.948374,0.542509,0,0.828197,0.003629,17634,17698,0.003629,196,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_046,0.748205,0.719981,0.102712,0.102717,0.60182,0.0114,0.041152,0,19124,19124,0,89,27/8/2019,4,1,0.8,1,40,4,11651,0
wt040_046,0.74901,0.727115,0.108886,0.108891,0.601722,0.014482,0.056937,0,19124,19124,0,80,27/8/2019,4,1,0.8,2,40,4,11651,0
wt040_046,0.720756,0.682663,0.081137,0.081142,0.590105,0.011204,0.022511,0,19124,19124,0,92,27/8/2019,4,1,0.8,3,40,4,11651,0
wt040_046,0.715126,0.693997,0.074946,0.07495,0.604748,0.013673,0.031779,0,19124,19124,0,73,27/8/2019,4,1,0.8,4,40,4,11651,54
wt040_046,0.823929,0.799064,0.164873,0.164878,0.615552,0.014141,0.099006,0,19124,19124,0,89,27/8/2019,4,1,0.8,5,40,4,8791,0
wt040_046,0.826918,0.802353,0.178511,0.178515,0.607383,0.012313,0.121216,0,19124,19124,0,80,27/8/2019,4,1,0.8,6,40,4,8791,238
wt040_046,0.786089,0.737747,0.136671,0.136675,0.580611,0.016907,0.07431,0,19124,19124,0,92,27/8/2019,4,1,0.8,7,40,4,8791,0
wt040_046,0.806818,0.775501,0.158546,0.158551,0.605397,0.011115,0.10624,0,19124,19124,0,73,27/8/2019,4,1,0.8,8,40,4,8791,216
wt040_046,0.737146,0.702177,0.111542,0.111545,0.588432,0,0.013163,0,19124,19124,0,112,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_046,1.108971,1.072765,0.339689,0.339694,0.707609,0,0.292664,0,19124,19124,0,71,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_051,0.125914,0.119072,0,0,0.098922,0.019553,0,1,0,0,0,0,27/8/2019,4,1,0.8,1,40,4,19633,0
wt040_051,0.123732,0.113267,0,0,0.092143,0.021041,0,1,0,0,0,0,27/8/2019,4,1,0.8,2,40,4,19633,0
wt040_051,0.124057,0.108862,0,0,0.08992,0.018625,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,3,40,4,19633,0
wt040_051,0.122093,0.115156,0,0,0.093462,0.021104,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,4,40,4,19633,0
wt040_051,0.128039,0.117624,0,0,0.091503,0.025797,0,1,0,0,0,0,27/8/2019,4,1,0.8,5,40,4,17715,0
wt040_051,0.125838,0.114589,0,0,0.085413,0.028843,0,1,0,0,0,0,27/8/2019,4,1,0.8,6,40,4,17715,0
wt040_051,0.124773,0.114462,0,0,0.092058,0.021968,0,1,0,0,0,0,27/8/2019,4,1,0.8,7,40,4,17715,0
wt040_051,0.124995,0.117405,0,0,0.085305,0.032008,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,8,40,4,17715,0
wt040_051,0.092227,0.088233,0,0,0.087858,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_051,0.127424,0.12018,0,0,0.093378,0,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_056,0.533838,0.50247,0.084561,0.084563,0.406231,0.011454,0.037724,0.035088,798,826,0.035088,82,27/8/2019,4,1,0.8,1,40,4,16898,7747
wt040_056,0.597221,0.569031,0.137775,0.13778,0.407468,0.020541,0.089416,0.035088,798,826,0.035088,80,27/8/2019,4,1,0.8,2,40,4,16898,7749
wt040_056,0.538496,0.520304,0.084358,0.084362,0.421631,0.013755,0.033997,0.035088,798,826,0.035088,82,27/8/2019,4,1,0.8,3,40,4,16898,7747
wt040_056,0.568637,0.540924,0.103223,0.103227,0.418397,0.015057,0.054975,0.035088,798,826,0.035088,80,27/8/2019,4,1,0.8,4,40,4,16898,7776
wt040_056,0.680365,0.667428,0.212363,0.212368,0.428119,0.023861,0.143022,0.035088,798,826,0.035088,82,27/8/2019,4,1,0.8,5,40,4,15051,7579
wt040_056,0.848447,0.829042,0.229734,0.229739,0.563082,0.033087,0.170851,0.035088,798,826,0.035088,80,27/8/2019,4,1,0.8,6,40,4,15051,7605
wt040_056,0.620297,0.595361,0.153684,0.153687,0.421439,0.019724,0.094027,0.035088,798,826,0.035088,82,27/8/2019,4,1,0.8,7,40,4,15051,7579
wt040_056,0.737156,0.712369,0.270468,0.270469,0.42889,0.012537,0.191186,0.035088,798,826,0.035088,80,27/8/2019,4,1,0.8,8,40,4,15051,7605
wt040_056,0.474889,0.473647,0.039398,0.039402,0.429356,0,0.008788,0.035088,798,826,0.035088,73,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_056,0.846762,0.828616,0.384868,0.38487,0.42127,0,0.348761,0.035088,798,826,0.035088,78,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_061,1.421786,1.389473,0.141657,0.141659,1.228864,0.018234,0.067521,0.00684,7310,7360,0.00684,133,27/8/2019,4,1,0.8,1,40,4,17844,3342
wt040_061,1.424431,1.3856,0.213741,0.213746,1.145726,0.020755,0.136222,0.006152,7315,7360,0.006152,119,27/8/2019,4,1,0.8,2,40,4,17844,3135
wt040_061,1.177387,1.15564,0.100694,0.100695,1.039589,0.015426,0.036958,0.00684,7310,7360,0.00684,120,27/8/2019,4,1,0.8,3,40,4,17844,3293
wt040_061,1.333571,1.294458,0.205462,0.205467,1.073538,0.015152,0.114028,0.006152,7315,7360,0.006152,116,27/8/2019,4,1,0.8,4,40,4,17844,3090
wt040_061,1.421423,1.385416,0.377074,0.377079,0.989986,0.014874,0.26978,0.00684,7310,7360,0.00684,133,27/8/2019,4,1,0.8,5,40,4,15607,2269
wt040_061,1.408566,1.37584,0.344146,0.34415,1.009433,0.018749,0.263022,0.006152,7315,7360,0.006152,118,27/8/2019,4,1,0.8,6,40,4,15607,2129
wt040_061,1.36199,1.327132,0.287611,0.287615,1.01627,0.023229,0.18963,0.00684,7310,7360,0.00684,120,27/8/2019,4,1,0.8,7,40,4,15607,2274
wt040_061,1.525091,1.482602,0.296748,0.296752,1.163948,0.016964,0.223284,0.006152,7315,7360,0.006152,116,27/8/2019,4,1,0.8,8,40,4,15607,2108
wt040_061,1.123253,1.081441,0.086327,0.08633,0.990594,0,0.015243,0.007529,7305,7360,0.007529,145,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_061,1.77352,1.737456,0.712002,0.712006,1.001196,0,0.638129,0.006014,7316,7360,0.006014,128,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_066,0.990838,0.95154,0.130232,0.130236,0.805408,0.015191,0.06376,0.000296,20247,20253,0.000296,121,27/8/2019,4,1,0.8,1,40,4,18019,1016
wt040_066,1.371311,1.31216,0.344592,0.344596,0.95245,0.011123,0.240392,0.000296,20247,20253,0.000296,127,27/8/2019,4,1,0.8,2,40,4,18019,1030
wt040_066,1.057769,1.032817,0.125214,0.125218,0.886648,0.019329,0.052718,0.000296,20247,20253,0.000296,113,27/8/2019,4,1,0.8,3,40,4,18019,1074
wt040_066,1.027399,1.008076,0.179735,0.179739,0.803549,0.020597,0.105962,0.000296,20247,20253,0.000296,116,27/8/2019,4,1,0.8,4,40,4,18019,1171
wt040_066,1.158214,1.113057,0.29905,0.299054,0.78826,0.020954,0.21728,0.000296,20247,20253,0.000296,121,27/8/2019,4,1,0.8,5,40,4,15385,601
wt040_066,1.446646,1.397415,0.362158,0.362162,1.011213,0.022801,0.274492,0.000296,20247,20253,0.000296,127,27/8/2019,4,1,0.8,6,40,4,15385,730
wt040_066,1.110307,1.08406,0.250165,0.25017,0.804055,0.026364,0.169475,0.000296,20247,20253,0.000296,113,27/8/2019,4,1,0.8,7,40,4,15385,600
wt040_066,1.48834,1.44159,0.435629,0.435633,0.981615,0.020506,0.338686,0.000296,20247,20253,0.000296,116,27/8/2019,4,1,0.8,8,40,4,15385,698
wt040_066,0.989014,0.950851,0.072291,0.072296,0.872752,0,0.012975,0.000296,20247,20253,0.000296,121,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_066,1.573208,1.532875,0.714069,0.714073,0.791153,0,0.638126,0.000296,20247,20253,0.000296,130,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_071,0.797262,0.755803,0.151873,0.151877,0.586783,0.013026,0.055835,7.5E-05,26740,26742,7.5E-05,147,27/8/2019,4,1,0.8,1,40,4,14837,743
wt040_071,0.766839,0.748637,0.207696,0.207701,0.529442,0.01007,0.124897,7.5E-05,26740,26742,7.5E-05,135,27/8/2019,4,1,0.8,2,40,4,14837,599
wt040_071,0.715503,0.690268,0.150621,0.150626,0.521832,0.014106,0.050985,7.5E-05,26740,26742,7.5E-05,150,27/8/2019,4,1,0.8,3,40,4,14837,676
wt040_071,0.708937,0.660322,0.145943,0.145947,0.501374,0.010007,0.065714,7.5E-05,26740,26742,7.5E-05,136,27/8/2019,4,1,0.8,4,40,4,14837,809
wt040_071,0.874097,0.848971,0.310336,0.31034,0.520654,0.017392,0.201826,7.5E-05,26740,26742,7.5E-05,147,27/8/2019,4,1,0.8,5,40,4,11564,424
wt040_071,0.978087,0.955511,0.41033,0.410334,0.526506,0.014688,0.2988,7.5E-05,26740,26742,7.5E-05,135,27/8/2019,4,1,0.8,6,40,4,11564,514
wt040_071,0.908399,0.829778,0.289472,0.289477,0.507454,0.027858,0.171559,7.5E-05,26740,26742,7.5E-05,150,27/8/2019,4,1,0.8,7,40,4,11564,378
wt040_071,0.902995,0.883969,0.321572,0.321576,0.541925,0.017425,0.229323,7.5E-05,26740,26742,7.5E-05,136,27/8/2019,4,1,0.8,8,40,4,11564,477
wt040_071,0.653089,0.621699,0.095226,0.095229,0.521098,0,0.012403,7.5E-05,26740,26742,7.5E-05,141,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_071,1.127789,1.085343,0.545904,0.545908,0.514842,0,0.473346,7.5E-05,26740,26742,7.5E-05,118,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_076,0.026467,0.023061,0,0,0.000354,0.022361,0,1,0,0,0,0,27/8/2019,4,1,0.8,1,40,4,17417,0
wt040_076,0.031209,0.027419,0,0,0.000334,0.026755,0,1,0,0,0,0,27/8/2019,4,1,0.8,2,40,4,17417,0
wt040_076,0.027568,0.020177,0,0,0.000101,0.020019,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,3,40,4,17417,0
wt040_076,0.035678,0.025794,0,0,0.000641,0.024593,0,1,0,0,0,0,27/8/2019,4,1,0.8,4,40,4,17417,0
wt040_076,0.037794,0.035428,0,0,0.000999,0.03359,0,1,0,0,0,0,27/8/2019,4,1,0.8,5,40,4,16517,0
wt040_076,0.043163,0.039548,0,0,0.000791,0.038135,0,1,0,0,0,0,27/8/2019,4,1,0.8,6,40,4,16517,0
wt040_076,0.044512,0.030243,0,0,0.00033,0.029592,0,1,0,0,0,0,27/8/2019,4,1,0.8,7,40,4,16517,0
wt040_076,0.032901,0.025266,0,0,0.000332,0.024594,0,1,0,0,0,0,27/8/2019,4,1,0.8,8,40,4,16517,0
wt040_076,0.001789,0.001787,0,0,0.000925,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_076,0.041784,0.038859,0,0,0.000966,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_081,1.025861,0.990962,0.131928,0.131932,0.839216,0.019103,0.058746,0.104089,538,594,0.104089,127,27/8/2019,4,1,0.8,1,40,4,17909,5079
wt040_081,1.075597,1.057382,0.184273,0.184277,0.848756,0.022546,0.109081,0.1,540,594,0.1,119,27/8/2019,4,1,0.8,2,40,4,17909,4909
wt040_081,1.066751,1.028468,0.114367,0.114371,0.895835,0.016741,0.037821,0.104089,538,594,0.104089,129,27/8/2019,4,1,0.8,3,40,4,17909,5065
wt040_081,1.085423,1.04306,0.164403,0.164408,0.865158,0.013426,0.078243,0.1,540,594,0.1,130,27/8/2019,4,1,0.8,4,40,4,17909,4988
wt040_081,1.264382,1.22222,0.325331,0.325335,0.869694,0.02219,0.223591,0.104089,538,594,0.104089,127,27/8/2019,4,1,0.8,5,40,4,16548,4822
wt040_081,1.363258,1.32763,0.338811,0.338815,0.965783,0.018695,0.243194,0.1,540,594,0.1,119,27/8/2019,4,1,0.8,6,40,4,16548,4704
wt040_081,1.281297,1.242329,0.242264,0.242267,0.973694,0.022213,0.148646,0.104089,538,594,0.104089,129,27/8/2019,4,1,0.8,7,40,4,16548,4808
wt040_081,1.371781,1.314988,0.34457,0.344575,0.938189,0.027888,0.240566,0.1,540,594,0.1,130,27/8/2019,4,1,0.8,8,40,4,16548,4739
wt040_081,1.024039,1.002179,0.093831,0.093835,0.901596,0,0.015267,0.106145,537,594,0.106145,132,27/8/2019,4,1,0.8,9,40,4,0,0
wt040_081,1.581855,1.555601,0.604691,0.604694,0.923056,0,0.53285,0.091912,544,594,0.091912,116,27/8/2019,4,1,0.8,10,40,4,0,0
wt040_086,1.506395,1.483167,0.155762,0.155766,1.302926,0.020386,0.075327,0.004239,4718,4738,0.004239,114,27/8/2019,4,1,0.8,1,40,4,18562,1491
wt040_086,1.558772,1.516272,0.208927,0.208931,1.287839,0.019197,0.138134,0.004026,4719,4738,0.004026,104,27/8/2019,4,1,0.8,2,40,4,18562,1483
wt040_086,1.518727,1.509875,0.105429,0.105434,1.377333,0.022803,0.03953,0.004239,4718,4738,0.004239,112,27/8/2019,4,1,0.8,3,40,4,18562,1486
wt040_086,1.433812,1.377888,0.127148,0.127151,1.228109,0.018581,0.071922,0.004026,4719,4738,0.004026,104,27/8/2019,4,1,0.8,4,40,4,18562,1389
wt040_086,1.628452,1.596943,0.281432,0.281436,1.297553,0.01747,0.197705,0.004239,4718,4738,0.004239,114,27/8/2019,4,1,0.8,5,40,4,16873,909
wt040_086,1.79895,1.759452,0.417417,0.417421,1.319312,0.018615,0.329762,0.004026,4719,4738,0.004026,104,27/8/2019,4,1,0.8,6,40,4,16873,911
wt040_086,1.54145,1.505777,0.224992,0.224997,1.253793,0.021816,0.151104,0.004239,4718,4738,0.004239,112,27/8/2019,4,1,0.8,7,40,4,16873,887
